landmark_id,hierarchical_label,natural_or_human_made
96670,church,human-made
96671,lighthouse,human-made
96672,church,human-made
96676,buddhist temple,human-made
96681,church,human-made
96685,castle / fort,human-made
96686,island,natural
96687,zoo,human-made
96688,museum,human-made
96689,tower,human-made
96692,museum,human-made
96694,castle / fort,human-made
96695,church,human-made
96696,bridge,human-made
96699,sports venue,human-made
96708,tower,human-made
96710,church,human-made
96711,bridge,human-made
96712,bridge,human-made
96713,waterfall,natural
96714,zoo,human-made
96715,archeological site,human-made
96716,museum,human-made
96717,church,human-made
96719,skyscraper,human-made
96721,church,human-made
96725,house,human-made
96729,museum,human-made
96731,castle / fort,human-made
96732,theatre,human-made
96735,church,human-made
96736,church,human-made
96738,cave,natural
96739,parks,natural
96742,skyscraper,human-made
96744,archeological site,human-made
96747,monastery,human-made
96750,church,human-made
96751,church,human-made
96752,museum,human-made
96753,sports venue,human-made
96754,road,human-made
96756,observatory,human-made
96757,garden,natural
96758,church,human-made
96759,bridge,human-made
96760,sports venue,human-made
96761,mountain,natural
96762,house,human-made
96763,bridge,human-made
96765,agricultural land,natural
96767,river,natural
96768,cave,natural
96771,tower,human-made
96773,castle / fort,human-made
96774,parks,natural
96775,castle / fort,human-made
96776,church,human-made
96777,bridge,human-made
96780,parks,natural
96784,church,human-made
96785,castle / fort,human-made
96787,mountain,natural
96789,government building,human-made
96790,tower,human-made
96792,parks,natural
96793,library,human-made
96795,museum,human-made
96796,fountain,human-made
96797,parks,natural
96798,church,human-made
96799,trail,natural
96801,museum,human-made
96802,skyscraper,human-made
96804,mountain,natural
96805,bridge,human-made
96806,house,human-made
96809,factory,human-made
96811,sculpture,human-made
96812,castle / fort,human-made
96813,mountain,natural
96814,parks,natural
96815,tower,human-made
96818,museum,human-made
96820,church,human-made
96822,bridge,human-made
96823,house,human-made
96824,cemetery,human-made
96827,castle / fort,human-made
96828,skyscraper,human-made
96829,sports venue,human-made
96830,sports venue,human-made
96831,mountain,natural
96832,island,natural
96834,church,human-made
96835,church,human-made
96836,church,human-made
96837,church,human-made
96838,church,human-made
96839,mountain,natural
96841,castle / fort,human-made
96843,fountain,human-made
96845,fountain,human-made
96846,castle / fort,human-made
96847,museum,human-made
96848,museum,human-made
96849,museum,human-made
96851,monastery,human-made
96853,palace,human-made
96857,museum,human-made
96861,harbor,human-made
96864,lake,natural
96865,church,human-made
96867,mosque,human-made
96868,museum,human-made
96869,archeological site,human-made
96872,castle / fort,human-made
96873,church,human-made
96876,museum,human-made
96879,harbor,human-made
96880,castle / fort,human-made
96881,parks,natural
96883,museum,human-made
96884,church,human-made
96885,castle / fort,human-made
96887,archeological site,human-made
96888,mountain,natural
96889,mine,human-made
96892,castle / fort,human-made
96894,hotel,human-made
96896,church,human-made
96897,house,human-made
96898,archeological site,human-made
96899,garden,natural
96902,sculpture,human-made
96903,church,human-made
96905,parks,natural
96906,mountain,natural
96907,parks,natural
96909,castle / fort,human-made
96910,river,natural
96911,parks,natural
96912,church,human-made
96913,waterfall,natural
96914,museum,human-made
96916,bridge,human-made
96918,palace,human-made
96919,sports venue,human-made
96922,library,human-made
96924,museum,human-made
96925,church,human-made
96926,shinto shrine,human-made
96929,mountain,natural
96930,mountain,natural
96934,library,human-made
96935,parks,natural
96936,river,natural
96937,city,human-made
96938,cemetery,human-made
96939,parks,natural
96941,hindu temple,human-made
96942,tower,human-made
96944,house,human-made
96947,museum,human-made
96950,house,human-made
96951,sculpture,human-made
96952,museum,human-made
96954,church,human-made
96958,sculpture,human-made
96964,festival,human-made
96966,mountain,natural
96971,church,human-made
96973,amusement park,human-made
96980,castle / fort,human-made
96984,mountain,natural
96986,gate,human-made
96987,canal,natural
96989,church,human-made
96990,bridge,human-made
96991,river,natural
96992,bridge,human-made
96995,city,human-made
96996,sports venue,human-made
96997,church,human-made
96999,waterfall,natural
97002,tower,human-made
97003,castle / fort,human-made
97004,library,human-made
97005,cross,human-made
97006,mountain,natural
97007,gate,human-made
97008,castle / fort,human-made
97009,zoo,human-made
97011,museum,human-made
97013,gate,human-made
97014,mountain,natural
97015,dam,human-made
97016,lake,natural
97017,church,human-made
97019,mountain,natural
97020,mountain,natural
97023,bridge,human-made
97025,church,human-made
97027,parks,natural
97028,tower,human-made
97032,amusement park,human-made
97033,museum,human-made
97034,church,human-made
97035,mountain,natural
97036,zoo,human-made
97037,castle / fort,human-made
97038,castle / fort,human-made
97040,museum,human-made
97041,library,human-made
97043,museum,human-made
97046,church,human-made
97047,parks,natural
97051,bridge,human-made
97053,mountain,natural
97055,shinto shrine,human-made
97056,palace,human-made
97058,parks,natural
97059,church,human-made
97060,mine,human-made
97061,church,human-made
97063,church,human-made
97064,beach,natural
97067,harbor,human-made
97068,monastery,human-made
97072,cemetery,human-made
97074,church,human-made
97076,palace,human-made
97079,theatre,human-made
97080,sports venue,human-made
97081,bridge,human-made
97082,museum,human-made
97083,church,human-made
97085,rail transportation,human-made
97086,parks,natural
97087,museum,human-made
97088,garden,natural
97089,church,human-made
97090,castle / fort,human-made
97093,mountain,natural
97094,church,human-made
97095,shopping,human-made
97098,parks,natural
97100,church,human-made
97102,lake,natural
97103,castle / fort,human-made
97104,bridge,human-made
97105,house,human-made
97106,church,human-made
97113,church,human-made
97115,church,human-made
97117,rail transportation,human-made
97121,parks,natural
97122,archeological site,human-made
97124,parks,natural
97128,church,human-made
97129,parks,natural
97130,lake,natural
97134,lighthouse,human-made
97136,palace,human-made
97141,castle / fort,human-made
97146,parks,natural
97151,parks,natural
97154,museum,human-made
97155,church,human-made
97156,mountain,natural
97157,palace,human-made
97160,mountain,natural
97163,church,human-made
97164,house,human-made
97167,church,human-made
97169,museum,human-made
97174,bridge,human-made
97175,house,human-made
97177,church,human-made
97180,mountain,natural
97185,house,human-made
97186,church,human-made
97187,museum,human-made
97188,church,human-made
97192,parks,natural
97194,zoo,human-made
97195,church,human-made
97199,church,human-made
97201,dam,human-made
97202,church,human-made
97203,museum,human-made
97204,mountain,natural
97205,castle / fort,human-made
97206,aqueduct,human-made
97207,lake,natural
97208,church,human-made
97209,mountain,natural
97210,square,human-made
97211,parks,natural
97216,amusement park,human-made
97218,castle / fort,human-made
97219,house,human-made
97220,castle / fort,human-made
97222,sports venue,human-made
97224,church,human-made
97226,church,human-made
97227,dam,human-made
97230,cemetery,human-made
97231,lake,natural
97233,sculpture,human-made
97234,church,human-made
97235,church,human-made
97236,island,natural
97237,monastery,human-made
97238,museum,human-made
97239,church,human-made
97240,house,human-made
97241,river,natural
97245,church,human-made
97248,palace,human-made
97250,church,human-made
97251,palace,human-made
97253,monastery,human-made
97254,mountain,natural
97255,harbor,human-made
97256,cemetery,human-made
97257,church,human-made
97260,church,human-made
97261,church,human-made
97263,square,human-made
97267,church,human-made
97269,castle / fort,human-made
97270,mountain,natural
97272,mountain,natural
97274,city,human-made
97275,lighthouse,human-made
97276,church,human-made
97278,bridge,human-made
97280,city,human-made
97282,sculpture,human-made
97283,mountain,natural
97284,mountain,natural
97288,mosque,human-made
97289,bridge,human-made
97291,castle / fort,human-made
97292,museum,human-made
97293,island,natural
97294,parks,natural
97298,parks,natural
97299,theatre,human-made
97300,fountain,human-made
97301,island,natural
97302,church,human-made
97303,river,natural
97305,skyscraper,human-made
97306,canal,natural
97308,mountain,natural
97309,parks,natural
97310,river,natural
97311,tower,human-made
97312,archeological site,human-made
97314,church,human-made
97315,skyscraper,human-made
97318,tree,natural
97319,church,human-made
97320,museum,human-made
97321,government building,human-made
97323,cemetery,human-made
97325,museum,human-made
97326,church,human-made
97327,waterfall,natural
97328,castle / fort,human-made
97330,ocean area ,natural
97332,bridge,human-made
97334,village,human-made
97335,bridge,human-made
97336,castle / fort,human-made
97338,lake,natural
97339,hotel,human-made
97340,sculpture,human-made
